Type,Adjective,Noun,ERP_Code,Note,HEX
"DB","uniboard","L12 Legend","https://www.uniboard.com/en/panels/tfl-panels/legend","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L12_L%C3%A9gende_Legend/image-thumb__43452__uniboard360x360/L12_L%C3%A9gende_Legend_Omnia_48x24_37dpi.png&query=","#BFB28F"
"DB","uniboard","L13 Mythos","https://www.uniboard.com/en/panels/tfl-panels/mythos","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L13_Mythos_Mythos/image-thumb__43456__uniboard360x360/L13_Mythos_Mythos_Omnia_48x24_37dpi.png&query=","#352D26"
"DB","uniboard","L14 Sepia","https://www.uniboard.com/en/panels/tfl-panels/sepia","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L14_S%C3%A9pia_Sepia/image-thumb__43460__uniboard360x360/L14_S%C3%A9pia_Sepia_Omnia_48x24_37dpi.png&query=","#68543C"
"DB","uniboard","L15 Obscura","https://www.uniboard.com/en/panels/tfl-panels/obscura","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L15_Obscura_Obscura/image-thumb__43464__uniboard360x360/L15_Obscura_Obscura_Omnia_48x24_37dpi.png&query=","#524535"
"DB","uniboard","L16 Folklore","https://www.uniboard.com/en/panels/tfl-panels/folklore","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L16_Folklore_Folklore/image-thumb__43468__uniboard360x360/L16_Folklore_Folklore_Omnia_48x24_37dpi.png&query=","#C5AF83"
"DB","uniboard","L17 Ambrette","https://www.uniboard.com/en/panels/tfl-panels/ambrette","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L17_Ambrette_Ambrette/image-thumb__43472__uniboard360x360/L17_Ambrette_Ambrette_Supermat_48x24_37dpi.png&query=","#73493B"
"DB","uniboard","L19 Putty","https://www.uniboard.com/en/panels/tfl-panels/putty","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L19_Gr%C3%A8s_Putty/image-thumb__43476__uniboard360x360/L19_Gr%C3%A8s_Putty_Supermat_48x24_37dpi.png&query=","#A6A086"
"DB","uniboard","L20 Pacifica","https://www.uniboard.com/en/panels/tfl-panels/pacifica","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L20_Pacifica_Pacifica/image-thumb__43480__uniboard360x360/L20_Pacifica_Pacifica_Supermat_48x24_37dpi.png&query=","#606E69"
"DB","uniboard","L21 Selkie","https://www.uniboard.com/en/panels/tfl-panels/selkie","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L21_Selkie_Selkie/image-thumb__43484__uniboard360x360/L21_Selkie_Selkie_Omnia_48x24_37dpi.png&query=","#9C8F6C"
"DB","uniboard","L22 Enchanted","https://www.uniboard.com/en/panels/tfl-panels/enchanted","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L22_Enchant%C3%A9e_Enchanted/image-thumb__43488__uniboard360x360/L22_Enchant%C3%A9e_Enchanted_Omnia_48x24_37dpi.png&query=","#8C7B59"
"DB","uniboard","L23 Hanami","https://www.uniboard.com/en/panels/tfl-panels/hanami","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L23_Hanami_Hanami/image-thumb__43492__uniboard360x360/L23_Hanami_Hanami_Omnia_48x24_37dpi.png&query=","#937551"
"DB","uniboard","L24 Sakura","https://www.uniboard.com/en/panels/tfl-panels/sakura","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/L24_Sakura_Sakura/image-thumb__43496__uniboard360x360/L24_Sakura_Sakura_Omnia_48x24_37dpi.png&query=","#A9936C"
"DB","uniboard","R60 Fresco","https://www.uniboard.com/en/panels/tfl-panels/fresco","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/R60_Fresco_Fresco/image-thumb__36576__uniboard360x360/R60_Fresco_Fresco_Rio_48x24_37dpi.png&query=","#EBECE9"
"DB","uniboard","R61 Carnaval","https://www.uniboard.com/en/panels/tfl-panels/carnaval","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/R61_Carnaval_Carnaval/image-thumb__36581__uniboard360x360/R61_Carnaval_Carnaval_Rio_48x24_37dpi.png&query=","#D5D4CF"
"DB","uniboard","R63 Samba","https://www.uniboard.com/en/panels/tfl-panels/samba","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/R63_Samba_Samba/image-thumb__36589__uniboard360x360/R63_Samba_Samba_Rio_48x24_37dpi.png&query=","#433C33"
"DB","uniboard","V05 Etrusco","https://www.uniboard.com/en/panels/tfl-panels/etrusco","https://www.uniboard.com/damProxy.php?request=vortek_surfaces_preview&path=/tmp/image-thumbnails/Materials/Uniboard/Packages/Images%20Web/V05_Etrusco_Etrusco/image-thumb__41051__uniboard360x360/V05_Etrusco_Etrusco_Lyra_48x24_37dpi.png&query=","#7C7972"
"DB","uniboard","H53 Silva","","","#A09080"
"DB","uniboard","K61 White","","","#F0F0F0"
"DB","uniboard","K60 Black","","","#202020"
